candidate_id,job_role,fit_score_weighted_heuristic,fit_score_embedding_similarity,fit_score_supervised_ranker
R5462,ML Engineer,0.5369,0.182,0.9259
R5463,Data Analyst,0.432,0.0959,0.7836
R5464,Data Analyst,0.3708,0.0624,0.5964
R5465,ML Engineer,0.5386,0.1874,0.9258
R5466,Software Engineer,0.4434,0.347,0.4076
R5467,Backend Developer,0.6094,0.3532,0.9349
R5468,Data Scientist,0.4898,0.136,0.8822
R5469,Frontend Developer,0.3517,0.1051,0.4433
R5470,Backend Developer,0.4207,0.0622,0.7854
R5471,Data Analyst,0.3853,0.2559,0.3362
R5472,Frontend Developer,0.5755,0.2598,0.9377
R5473,Software Engineer,0.5811,0.2768,0.9374
R5474,Frontend Developer,0.5163,0.1888,0.8951
R5475,Data Scientist,0.5485,0.2169,0.9252
R5476,Frontend Developer,0.4831,0.135,0.8708
R5477,Data Analyst,0.422,0.0661,0.7852
R5478,Data Scientist,0.493,0.1791,0.8599
R5479,ML Engineer,0.5616,0.2181,0.9385
R5480,ML Engineer,0.5625,0.2208,0.9385
R5481,Software Engineer,0.5281,0.1843,0.9143
R5482,Backend Developer,0.5428,0.2685,0.8927
R5483,ML Engineer,0.3934,0.2135,0.4262
R5484,Software Engineer,0.4245,0.0734,0.7848
R5485,Backend Developer,0.4221,0.0664,0.7852
R5486,Backend Developer,0.4934,0.1468,0.8818
R5487,Software Engineer,0.5849,0.2546,0.9478
R5488,Data Scientist,0.5252,0.2155,0.8943
R5489,Software Engineer,0.635,0.305,0.9688
R5490,ML Engineer,0.4869,0.1606,0.8606
R5491,Backend Developer,0.4878,0.1847,0.8345
R5492,Backend Developer,0.5035,0.1961,0.8686
R5493,ML Engineer,0.4266,0.0799,0.7845
R5494,Data Scientist,0.4379,0.1136,0.7827
R5495,Data Scientist,0.5469,0.2121,0.9253
R5496,ML Engineer,0.5492,0.3548,0.831
R5497,Backend Developer,0.4897,0.1548,0.8701
R5498,Software Engineer,0.536,0.208,0.9137
R5499,Software Engineer,0.5494,0.2198,0.9251
R5500,Data Scientist,0.3625,0.2501,0.258
R5501,Software Engineer,0.3499,0.2569,0.1977
R5502,Backend Developer,0.4322,0.2766,0.4945
R5503,ML Engineer,0.5679,0.2371,0.9382
R5504,Data Analyst,0.6633,0.3898,0.968
R5505,Frontend Developer,0.5966,0.2899,0.9472
R5506,Frontend Developer,0.5682,0.2922,0.9094
R5507,Frontend Developer,0.4859,0.1433,0.8705
R5508,Frontend Developer,0.2962,0.0637,0.2747
R5509,Data Scientist,0.5667,0.2333,0.9382
R5510,Frontend Developer,0.5304,0.1913,0.9141
R5511,Data Analyst,0.6951,0.3852,0.9814
R5512,Data Analyst,0.5155,0.1864,0.8952
R5513,Frontend Developer,0.533,0.1991,0.9139
R5514,Software Engineer,0.3767,0.23,0.3381
R5515,ML Engineer,0.39,0.32,0.2489
R5516,Frontend Developer,0.4212,0.0992,0.7334
R5517,Data Analyst,0.5879,0.297,0.937
R5518,Frontend Developer,0.3617,0.2923,0.1959
R5519,Backend Developer,0.1712,0.0637,0.0377
R5520,Backend Developer,0.5473,0.2918,0.8731
R5521,Data Scientist,0.5404,0.2212,0.9133
R5522,Data Analyst,0.4279,0.3407,0.3728
R5523,Data Scientist,0.4391,0.1172,0.7825
R5524,Data Scientist,0.6684,0.3253,0.9796
R5525,Software Engineer,0.3838,0.2229,0.3749
R5526,Frontend Developer,0.5081,0.1644,0.8958
R5527,Data Scientist,0.5558,0.2008,0.9388
R5528,Software Engineer,0.4975,0.1783,0.8692
R5529,Data Scientist,0.4293,0.0878,0.784
R5530,Software Engineer,0.597,0.2709,0.9528
R5531,Software Engineer,0.5144,0.1833,0.8953
R5532,Backend Developer,0.5378,0.2133,0.9135
R5533,ML Engineer,0.6925,0.4204,0.9763
R5534,Frontend Developer,0.2102,0.0555,0.0773
R5535,Data Scientist,0.5293,0.1878,0.9142
R5536,Software Engineer,0.6912,0.3404,0.9847
R5537,ML Engineer,0.7099,0.3962,0.9844
R5538,Software Engineer,0.537,0.2109,0.9136
R5539,ML Engineer,0.5854,0.2563,0.9478
R5540,Data Scientist,0.3193,0.2413,0.1397
R5541,Backend Developer,0.5044,0.1798,0.8807
R5542,Frontend Developer,0.7513,0.4826,0.987
R5543,Data Scientist,0.6297,0.3461,0.9572
R5544,Data Analyst,0.5733,0.2533,0.9379
R5545,Data Analyst,0.3304,0.2744,0.1384
R5546,Data Analyst,0.2596,0.1956,0.073
R5547,Software Engineer,0.2644,0.1833,0.0839
R5548,Data Scientist,0.6363,0.3088,0.9688
R5549,Data Analyst,0.6395,0.3185,0.9687
R5550,Frontend Developer,0.6447,0.334,0.9686
R5551,Data Scientist,0.4281,0.2643,0.4955
R5552,Data Scientist,0.5073,0.1885,0.8804
R5553,ML Engineer,0.5245,0.2136,0.8943
R5554,Backend Developer,0.6042,0.2925,0.9525
R5555,Software Engineer,0.5518,0.2267,0.925
R5556,Data Analyst,0.4937,0.2645,0.7683
R5557,Data Scientist,0.6206,0.3188,0.9575
R5558,Data Scientist,0.5724,0.367,0.8705
R5559,Backend Developer,0.241,0.1587,0.0669
R5560,Data Scientist,0.3974,0.2338,0.4289
R5561,Backend Developer,0.5221,0.2064,0.8946
R5562,Data Analyst,0.702,0.4059,0.9813
R5563,Backend Developer,0.6115,0.3846,0.9244
R5564,ML Engineer,0.5646,0.2272,0.9383
R5565,Data Analyst,0.4315,0.241,0.5595
R5566,Frontend Developer,0.5419,0.2256,0.9132
R5567,Backend Developer,0.4985,0.1355,0.8967
R5568,Data Scientist,0.4566,0.2783,0.6078
R5569,Data Scientist,0.4136,0.2157,0.5222
R5570,Software Engineer,0.5589,0.21,0.9387
R5571,Software Engineer,0.597,0.2909,0.9472
R5572,ML Engineer,0.7336,0.4008,0.9892
R5573,Data Scientist,0.6321,0.2964,0.9689
R5574,Frontend Developer,0.6099,0.2869,0.9579
R5575,Backend Developer,0.3709,0.1543,0.4352
R5576,Software Engineer,0.4365,0.2178,0.6124
R5577,Frontend Developer,0.5789,0.2367,0.9481
R5578,Data Analyst,0.4829,0.1154,0.8828
R5579,Software Engineer,0.3615,0.2916,0.196
R5580,Data Analyst,0.4272,0.0817,0.7844
R5581,Data Scientist,0.3499,0.1663,0.3278
R5582,Software Engineer,0.506,0.1846,0.8805
R5583,Frontend Developer,0.4112,0.2086,0.5228
R5584,ML Engineer,0.6889,0.4095,0.9763
R5585,Software Engineer,0.6185,0.3127,0.9576
R5586,Data Scientist,0.472,0.1161,0.8623
R5587,Frontend Developer,0.6396,0.3188,0.9687
R5588,ML Engineer,0.5659,0.2851,0.9096
R5589,Data Analyst,0.5498,0.2493,0.9126
R5590,Data Analyst,0.8048,0.5477,0.9921
R5591,Data Analyst,0.496,0.1545,0.8815
R5592,ML Engineer,0.4416,0.1249,0.782
R5593,Backend Developer,0.3204,0.1612,0.2308
R5594,Data Analyst,0.2956,0.2368,0.101
R5595,Software Engineer,0.5927,0.2581,0.9529
R5596,Data Analyst,0.4257,0.2235,0.5608
R5597,Data Analyst,0.3311,0.0933,0.3713
R5598,Software Engineer,0.5376,0.1842,0.9259
R5599,ML Engineer,0.4403,0.194,0.6803
R5600,Backend Developer,0.5303,0.1908,0.9141
R5601,Data Analyst,0.486,0.158,0.8607
R5602,Backend Developer,0.4496,0.3061,0.5239
R5603,Backend Developer,0.67,0.3299,0.9796
R5604,Data Scientist,0.5089,0.2839,0.7879
R5605,Data Scientist,0.5421,0.2761,0.8737
R5606,Software Engineer,0.5422,0.1981,0.9256
R5607,Data Analyst,0.5624,0.2206,0.9385
R5608,Data Scientist,0.3299,0.2398,0.1634
R5609,Frontend Developer,0.2998,0.1394,0.187
R5610,Data Analyst,0.5607,0.2154,0.9386
R5611,Data Analyst,0.4911,0.1732,0.8601
R5612,Data Analyst,0.4247,0.074,0.7848
R5613,Data Scientist,0.4716,0.1148,0.8623
R5614,Backend Developer,0.4176,0.0529,0.7859
R5615,Frontend Developer,0.5333,0.2,0.9139
R5616,Backend Developer,0.608,0.304,0.9523
R5617,Software Engineer,0.7549,0.4647,0.9889
R5618,Data Scientist,0.42,0.06,0.7855
R5619,Data Analyst,0.3833,0.2458,0.335
R5620,Data Scientist,0.5779,0.3051,0.9232
R5621,ML Engineer,0.2551,0.0654,0.1509
R5622,Data Scientist,0.4309,0.0927,0.7838
R5623,Backend Developer,0.3815,0.2161,0.3754
R5624,Frontend Developer,0.5773,0.232,0.9481
R5625,Frontend Developer,0.4912,0.1986,0.8329
R5626,ML Engineer,0.6333,0.3,0.9689
R5627,Frontend Developer,0.54,0.2199,0.9134
R5628,Frontend Developer,0.5432,0.2009,0.9255
R5629,Data Analyst,0.4956,0.1725,0.8694
R5630,Frontend Developer,0.3085,0.1737,0.1814
R5631,Frontend Developer,0.6681,0.3471,0.9768
R5632,ML Engineer,0.5602,0.214,0.9386
R5633,Software Engineer,0.4953,0.1715,0.8695
R5634,ML Engineer,0.4325,0.0975,0.7835
R5635,Backend Developer,0.7101,0.3969,0.9844
R5636,Software Engineer,0.3518,0.1055,0.4432
R5637,Data Analyst,0.6356,0.3069,0.9688
R5638,Data Scientist,0.6442,0.3327,0.9686
R5639,ML Engineer,0.1753,0.076,0.0376
R5640,Data Scientist,0.5567,0.2035,0.9388
R5641,ML Engineer,0.4257,0.077,0.7846
R5642,ML Engineer,0.5113,0.1738,0.8955
R5643,Backend Developer,0.5641,0.2255,0.9384
R5644,Software Engineer,0.5571,0.2045,0.9388
R5645,Data Analyst,0.5724,0.2507,0.9379
R5646,Data Analyst,0.318,0.2372,0.1398
R5647,Frontend Developer,0.2536,0.0608,0.1511
R5648,Frontend Developer,0.4902,0.1705,0.8602
R5649,Frontend Developer,0.4179,0.0536,0.7859
R5650,Backend Developer,0.5097,0.169,0.8957
R5651,Data Scientist,0.4928,0.1641,0.8697
R5652,Data Analyst,0.5055,0.2021,0.8684
R5653,Software Engineer,0.6067,0.3451,0.9351
R5654,Frontend Developer,0.6565,0.3695,0.9682
R5655,Backend Developer,0.4224,0.2506,0.4983
R5656,Backend Developer,0.597,0.2481,0.9584
R5657,ML Engineer,0.5625,0.2209,0.9385
R5658,Frontend Developer,0.6246,0.3308,0.9574
R5659,Backend Developer,0.422,0.0661,0.7852
R5660,Software Engineer,0.5593,0.2111,0.9386
R5661,Software Engineer,0.5298,0.2768,0.8529
R5662,Data Analyst,0.5917,0.255,0.953
R5663,Software Engineer,0.4994,0.1649,0.8812
R5664,ML Engineer,0.5718,0.2488,0.9379
R5665,Data Analyst,0.5687,0.2394,0.9381
R5666,Data Analyst,0.5396,0.2188,0.9134
R5667,Data Scientist,0.3092,0.2492,0.1159
R5668,Backend Developer,0.7107,0.3988,0.9844
R5669,Data Analyst,0.4019,0.2271,0.4477
R5670,Backend Developer,0.4478,0.2935,0.541
R5671,Data Analyst,0.6676,0.3457,0.9768
R5672,ML Engineer,0.5705,0.2448,0.938
R5673,Backend Developer,0.5591,0.2107,0.9386
R5674,Data Scientist,0.5815,0.2779,0.9374
R5675,Frontend Developer,0.4729,0.1188,0.8622
R5676,Data Analyst,0.4236,0.2459,0.5198
R5677,Frontend Developer,0.5974,0.2723,0.9527
R5678,Data Scientist,0.4492,0.1477,0.7808
R5679,Data Analyst,0.4306,0.3847,0.3082
R5680,Frontend Developer,0.6722,0.4084,0.9673
R5681,Frontend Developer,0.483,0.1989,0.8108
R5682,Data Analyst,0.566,0.2313,0.9383
R5683,Backend Developer,0.5812,0.2935,0.9264
R5684,Software Engineer,0.6375,0.3125,0.9688
R5685,Data Analyst,0.3756,0.1417,0.4727
R5686,ML Engineer,0.476,0.1281,0.8618
R5687,Software Engineer,0.5565,0.2029,0.9388
R5688,Data Scientist,0.655,0.3649,0.9682
R5689,ML Engineer,0.6384,0.3153,0.9687
R5690,Frontend Developer,0.2295,0.1135,0.076
R5691,Data Analyst,0.2952,0.2357,0.1011
R5692,Software Engineer,0.2825,0.1974,0.1022
R5693,Frontend Developer,0.5545,0.2349,0.9248
R5694,Data Analyst,0.6503,0.351,0.9684
R5695,Data Analyst,0.3029,0.0836,0.2734
R5696,Software Engineer,0.5134,0.2903,0.7982
R5697,Software Engineer,0.4938,0.148,0.8818
R5698,ML Engineer,0.4968,0.1569,0.8815
R5699,ML Engineer,0.4627,0.4049,0.4032
R5700,Data Analyst,0.6155,0.3036,0.9577
R5701,Software Engineer,0.5681,0.2757,0.9239
R5702,ML Engineer,0.3449,0.2846,0.1615
R5703,Data Scientist,0.7468,0.4405,0.989
R5704,Backend Developer,0.5981,0.2742,0.9527
R5705,Data Scientist,0.5098,0.2151,0.8679
R5706,Data Scientist,0.4791,0.2249,0.7721
R5707,Data Analyst,0.5101,0.1703,0.8956
R5708,Backend Developer,0.4813,0.1295,0.871
R5709,Data Scientist,0.4228,0.1417,0.6839
R5710,Data Scientist,0.3075,0.2439,0.1161
R5711,Data Analyst,0.3785,0.1854,0.4121
R5712,ML Engineer,0.4976,0.2427,0.8086
R5713,Software Engineer,0.6217,0.3222,0.9575
R5714,ML Engineer,0.4153,0.0458,0.7863
R5715,Backend Developer,0.3716,0.2732,0.255
R5716,Software Engineer,0.4279,0.0837,0.7843
R5717,Data Scientist,0.3608,0.1724,0.3606
R5718,Data Scientist,0.4396,0.3188,0.451
R5719,Data Scientist,0.3738,0.109,0.5371
R5720,Backend Developer,0.3021,0.2277,0.1166
R5721,ML Engineer,0.4163,0.049,0.7861
R5722,Frontend Developer,0.4097,0.2715,0.4018
R5723,ML Engineer,0.4998,0.1394,0.8966
R5724,Data Scientist,0.6434,0.3303,0.9686
R5725,Backend Developer,0.5263,0.2189,0.8942
R5726,Frontend Developer,0.7532,0.4597,0.989
R5727,ML Engineer,0.4906,0.1383,0.8821
R5728,ML Engineer,0.5583,0.2462,0.9245
R5729,Data Analyst,0.6923,0.3969,0.9792
R5730,Data Analyst,0.4372,0.1115,0.7828
R5731,Data Analyst,0.6505,0.3516,0.9684
R5732,Data Analyst,0.4316,0.0947,0.7837
R5733,Frontend Developer,0.2961,0.0632,0.2747
R5734,Data Analyst,0.4167,0.0502,0.7861
R5735,Data Analyst,0.3938,0.3315,0.2483
R5736,Software Engineer,0.5236,0.3459,0.7605
R5737,Frontend Developer,0.5064,0.1593,0.896
R5738,Data Analyst,0.5307,0.192,0.9141
R5739,Data Scientist,0.1731,0.0694,0.0377
R5740,Frontend Developer,0.4397,0.1192,0.7824
R5741,Backend Developer,0.6852,0.3755,0.9793
R5742,ML Engineer,0.6453,0.336,0.9685
R5743,Data Analyst,0.346,0.1548,0.3286
R5744,Backend Developer,0.4316,0.0949,0.7837
R5745,Data Analyst,0.791,0.5329,0.9909
R5746,Data Scientist,0.4638,0.408,0.4029
R5747,Frontend Developer,0.4751,0.1254,0.8619
R5748,Data Scientist,0.5759,0.2991,0.9233
R5749,Data Scientist,0.4614,0.2341,0.6983
R5750,ML Engineer,0.4813,0.1439,0.8612
R5751,Data Scientist,0.5554,0.2378,0.9247
R5752,ML Engineer,0.3093,0.2111,0.1408
R5753,Data Analyst,0.479,0.137,0.8615
R5754,Data Analyst,0.6457,0.337,0.9685
R5755,Data Analyst,0.5294,0.2283,0.8939
R5756,Data Scientist,0.2996,0.2094,0.1306
R5757,Frontend Developer,0.3891,0.1824,0.4695
R5758,Software Engineer,0.2864,0.2091,0.1018
R5759,ML Engineer,0.512,0.1761,0.8955
R5760,ML Engineer,0.4977,0.1787,0.8692
R5761,ML Engineer,0.5875,0.2624,0.9477
R5762,Data Scientist,0.2346,0.0662,0.1085
R5763,Data Scientist,0.4778,0.1333,0.8616
R5764,ML Engineer,0.5468,0.2404,0.9129
R5765,ML Engineer,0.3636,0.298,0.1956
R5766,Data Analyst,0.6031,0.3092,0.9469
R5767,Data Analyst,0.5132,0.1795,0.8954
R5768,Data Scientist,0.3959,0.2925,0.3138
R5769,Frontend Developer,0.4311,0.1932,0.634
R5770,Backend Developer,0.48,0.1401,0.8614
R5771,Backend Developer,0.6989,0.3633,0.9846
R5772,Backend Developer,0.6191,0.3145,0.9576
R5773,Data Analyst,0.6839,0.3718,0.9793
R5774,Data Scientist,0.4317,0.27,0.5179
R5775,ML Engineer,0.5498,0.2995,0.8729
R5776,Data Analyst,0.3907,0.0971,0.6296
R5777,ML Engineer,0.4766,0.1799,0.8117
R5778,ML Engineer,0.4404,0.171,0.7025
R5779,Data Analyst,0.4285,0.0854,0.7842
R5780,ML Engineer,0.2861,0.2082,0.1019
R5781,Frontend Developer,0.4297,0.0892,0.784
R5782,Data Analyst,0.4817,0.1307,0.8709
R5783,Data Analyst,0.3238,0.0713,0.3729
R5784,ML Engineer,0.3573,0.0593,0.541
R5785,Data Scientist,0.6137,0.341,0.9464
R5786,Data Scientist,0.517,0.2726,0.8306
R5787,Data Analyst,0.2194,0.0581,0.0887
R5788,Backend Developer,0.5047,0.154,0.8961
R5789,Backend Developer,0.496,0.1736,0.8694
R5790,Software Engineer,0.4188,0.0565,0.7857
R5791,Frontend Developer,0.547,0.3361,0.8323
R5792,Software Engineer,0.3002,0.0757,0.2739
R5793,Software Engineer,0.504,0.152,0.8962
R5794,ML Engineer,0.4341,0.1022,0.7833
R5795,Data Analyst,0.6426,0.3279,0.9686
R5796,Data Scientist,0.4919,0.1422,0.882
R5797,ML Engineer,0.4363,0.1089,0.7829
R5798,Backend Developer,0.4153,0.1924,0.5633
R5799,ML Engineer,0.5448,0.206,0.9254
R5800,Data Analyst,0.603,0.3091,0.9469
R5801,Software Engineer,0.5446,0.2339,0.913
R5802,Software Engineer,0.5362,0.2085,0.9137
R5803,Backend Developer,0.4256,0.0767,0.7847
R5804,ML Engineer,0.4862,0.1443,0.8704
R5805,Data Analyst,0.4233,0.07,0.785
R5806,Frontend Developer,0.6138,0.3213,0.952
R5807,Frontend Developer,0.4976,0.1596,0.8814
R5808,Data Analyst,0.4955,0.1533,0.8816
R5809,ML Engineer,0.5664,0.2326,0.9382
R5810,Frontend Developer,0.333,0.2489,0.1631
R5811,Data Analyst,0.3966,0.2048,0.4677
R5812,Data Scientist,0.5182,0.1947,0.8949
R5813,Frontend Developer,0.4587,0.2511,0.6529
R5814,Backend Developer,0.4624,0.1772,0.7756
R5815,Frontend Developer,0.5638,0.4079,0.8055
R5816,Data Scientist,0.6126,0.295,0.9578
R5817,Data Scientist,0.5995,0.2785,0.9527
R5818,ML Engineer,0.4196,0.0589,0.7856
R5819,Data Analyst,0.5576,0.2441,0.9246
R5820,Backend Developer,0.6327,0.2982,0.9689
R5821,Data Scientist,0.4982,0.1345,0.8967
R5822,Data Scientist,0.613,0.2961,0.9578
R5823,Data Scientist,0.5609,0.2161,0.9385
R5824,ML Engineer,0.521,0.1629,0.9148
R5825,Frontend Developer,0.6029,0.3088,0.9469
R5826,Data Scientist,0.2819,0.1457,0.1476
R5827,ML Engineer,0.1646,0.0437,0.038
R5828,Software Engineer,0.5306,0.1917,0.9141
R5829,Data Scientist,0.6484,0.3453,0.9684
R5830,Data Analyst,0.3507,0.302,0.1608
R5831,Software Engineer,0.5322,0.1967,0.914
R5832,Backend Developer,0.5289,0.2937,0.8337
R5833,Frontend Developer,0.602,0.3061,0.947
R5834,Data Analyst,0.4841,0.1522,0.8609
R5835,ML Engineer,0.6273,0.2818,0.9691
R5836,Data Scientist,0.5515,0.2545,0.9125
R5837,Frontend Developer,0.3946,0.3339,0.2481
R5838,Backend Developer,0.4786,0.1215,0.8713
R5839,Software Engineer,0.5953,0.2658,0.9528
R5840,Backend Developer,0.5593,0.2111,0.9386
R5841,Backend Developer,0.646,0.338,0.9685
R5842,Backend Developer,0.4313,0.094,0.7837
R5843,Software Engineer,0.6168,0.3075,0.9577
R5844,ML Engineer,0.5086,0.2757,0.799
R5845,Data Analyst,0.4327,0.098,0.7835
R5846,Frontend Developer,0.5358,0.2075,0.9137
R5847,Software Engineer,0.3656,0.0467,0.5976
R5848,Software Engineer,0.7334,0.4001,0.9892
R5849,Frontend Developer,0.4994,0.165,0.8812
R5850,Software Engineer,0.429,0.0869,0.7841
R5851,Data Analyst,0.5545,0.2349,0.9248
R5852,Data Analyst,0.4884,0.1652,0.8604
R5853,Data Analyst,0.3995,0.1483,0.5775
R5854,Software Engineer,0.7697,0.4692,0.9911
R5855,Frontend Developer,0.3803,0.156,0.4716
R5856,Software Engineer,0.3614,0.1743,0.3605
R5857,Backend Developer,0.3432,0.0796,0.4453
R5858,Data Analyst,0.3834,0.1651,0.4709
R5859,Backend Developer,0.5463,0.2388,0.9129
R5860,Software Engineer,0.4768,0.116,0.8715
R5861,Data Analyst,0.5345,0.2034,0.9138
R5862,Software Engineer,0.5868,0.2405,0.9532
R5863,Data Scientist,0.4406,0.1218,0.7822
R5864,Data Scientist,0.777,0.4911,0.9911
R5865,Backend Developer,0.5096,0.1953,0.8802
R5866,Data Scientist,0.4634,0.3403,0.5373
R5867,Data Analyst,0.4156,0.0467,0.7863
R5868,Data Scientist,0.4908,0.1582,0.8699
R5869,Software Engineer,0.3806,0.2756,0.2878
R5870,Data Scientist,0.5774,0.2655,0.9376
R5871,Software Engineer,0.4302,0.0907,0.7839
R5872,Frontend Developer,0.5181,0.1943,0.8949
R5873,ML Engineer,0.3225,0.1924,0.1954
R5874,Software Engineer,0.5013,0.1897,0.8688
R5875,Backend Developer,0.4916,0.1416,0.882
R5876,ML Engineer,0.6279,0.2838,0.969
R5877,Software Engineer,0.3035,0.0856,0.2733
R5878,Software Engineer,0.6459,0.3377,0.9685
R5879,ML Engineer,0.4976,0.1786,0.8692
R5880,Software Engineer,0.6478,0.3434,0.9685
R5881,Frontend Developer,0.6128,0.3183,0.9521
R5882,Frontend Developer,0.4791,0.1229,0.8712
R5883,Data Analyst,0.5894,0.2682,0.9476
R5884,Data Scientist,0.4777,0.1332,0.8617
R5885,Backend Developer,0.3915,0.1494,0.5275
R5886,Software Engineer,0.5214,0.1642,0.9148
R5887,Software Engineer,0.5408,0.2224,0.9133
R5888,Software Engineer,0.6686,0.4057,0.9678
R5889,ML Engineer,0.4456,0.2082,0.6689
R5890,Data Scientist,0.4309,0.0928,0.7838
R5891,Backend Developer,0.4195,0.0584,0.7856
R5892,Data Scientist,0.5007,0.1421,0.8965
R5893,ML Engineer,0.5937,0.2812,0.9474
R5894,Backend Developer,0.5547,0.1975,0.9389
R5895,Frontend Developer,0.3811,0.0934,0.594
R5896,Software Engineer,0.6227,0.4181,0.92
R5897,Frontend Developer,0.5819,0.2456,0.9479
R5898,Software Engineer,0.6956,0.3533,0.9846
R5899,Data Analyst,0.7007,0.3686,0.9846
R5900,Data Analyst,0.5166,0.2798,0.816
R5901,ML Engineer,0.2561,0.1582,0.0845
R5902,Data Scientist,0.4444,0.1332,0.7816
R5903,ML Engineer,0.2861,0.2083,0.1018
R5904,Data Scientist,0.3524,0.107,0.4431
R5905,ML Engineer,0.5686,0.2772,0.9238
R5906,Data Analyst,0.1678,0.0533,0.0378
R5907,Data Scientist,0.5524,0.2571,0.9124
R5908,Data Analyst,0.5063,0.4013,0.61
R5909,ML Engineer,0.482,0.1127,0.8829
R5910,Backend Developer,0.6401,0.3203,0.9687
R5911,Backend Developer,0.3427,0.1905,0.2617
R5912,ML Engineer,0.3596,0.1687,0.3609
R5913,Software Engineer,0.3598,0.1544,0.3904
R5914,Data Analyst,0.444,0.132,0.7817
R5915,Data Scientist,0.5439,0.2033,0.9255
R5916,Data Analyst,0.1932,0.1297,0.037
R5917,Backend Developer,0.5781,0.2344,0.9481
R5918,Data Analyst,0.5363,0.2089,0.9137
R5919,Software Engineer,0.6077,0.433,0.8812
R5920,Data Analyst,0.6512,0.3536,0.9684
R5921,Frontend Developer,0.5439,0.2032,0.9255
R5922,Software Engineer,0.4515,0.1462,0.7779
R5923,Software Engineer,0.5481,0.2159,0.9252
R5924,Data Analyst,0.5204,0.228,0.8791
R5925,Backend Developer,0.3108,0.1074,0.2719
R5926,Frontend Developer,0.7008,0.3691,0.9846
R5927,Data Scientist,0.6363,0.3088,0.9688
R5928,Data Analyst,0.5364,0.2091,0.9136
R5929,Backend Developer,0.4264,0.0793,0.7845
R5930,Data Scientist,0.5757,0.2605,0.9377
R5931,Data Scientist,0.5899,0.303,0.9369
R5932,Data Analyst,0.6072,0.2787,0.9581
R5933,Data Analyst,0.4389,0.1168,0.7825
R5934,Frontend Developer,0.2894,0.1898,0.1179
R5935,ML Engineer,0.5718,0.2487,0.9379
R5936,Data Analyst,0.3132,0.2228,0.1404
R5937,Data Scientist,0.4375,0.1124,0.7827
R5938,Data Scientist,0.4111,0.2084,0.5228
R5939,ML Engineer,0.5688,0.2398,0.9381
R5940,Data Analyst,0.2299,0.1255,0.0675
R5941,Software Engineer,0.5164,0.1892,0.8951
R5942,ML Engineer,0.5519,0.1892,0.939
R5943,ML Engineer,0.3725,0.2134,0.3373
R5944,ML Engineer,0.2375,0.0751,0.1083
R5945,Data Scientist,0.7134,0.407,0.9844
R5946,ML Engineer,0.4424,0.2898,0.5099
R5947,Data Scientist,0.7761,0.4884,0.9911
R5948,Data Scientist,0.6924,0.3438,0.9847
R5949,Frontend Developer,0.7092,0.3944,0.9844
R5950,Data Scientist,0.6854,0.3761,0.9793
R5951,Data Analyst,0.3124,0.1854,0.1809
R5952,Frontend Developer,0.2216,0.0648,0.0885
R5953,Data Scientist,0.4823,0.1968,0.8109
R5954,Data Analyst,0.4907,0.1387,0.8821
R5955,Backend Developer,0.5685,0.2388,0.9381
R5956,Software Engineer,0.4208,0.0623,0.7854
R5957,Data Scientist,0.5697,0.2424,0.9381
R5958,Software Engineer,0.4242,0.0727,0.7849
R5959,Frontend Developer,0.6279,0.2838,0.969
R5960,Frontend Developer,0.6248,0.2745,0.9691
R5961,Frontend Developer,0.6856,0.3769,0.9793
R5962,Data Analyst,0.4261,0.0784,0.7846
R5963,ML Engineer,0.5568,0.2038,0.9388
R5964,Frontend Developer,0.5187,0.156,0.915
R5965,Backend Developer,0.5925,0.2574,0.953
R5966,Data Analyst,0.3999,0.1353,0.5977
R5967,Backend Developer,0.5701,0.2438,0.938
R5968,Data Scientist,0.5858,0.2575,0.9477
R5969,Frontend Developer,0.4195,0.0586,0.7856
R5970,Frontend Developer,0.6016,0.2849,0.9526
R5971,Data Scientist,0.4287,0.086,0.7841
R5972,ML Engineer,0.4828,0.2485,0.7477
R5973,Backend Developer,0.4279,0.0837,0.7843
R5974,Backend Developer,0.3896,0.1186,0.5798
R5975,Frontend Developer,0.5708,0.2458,0.938
R5976,ML Engineer,0.5927,0.2581,0.9529
R5977,Backend Developer,0.599,0.2771,0.9527
R5978,ML Engineer,0.6056,0.3169,0.9468
R5979,Data Analyst,0.5232,0.2361,0.8788
R5980,ML Engineer,0.5003,0.1675,0.8811
R5981,Data Analyst,0.2423,0.0893,0.1078
R5982,Software Engineer,0.4789,0.2201,0.7708
R5983,Data Scientist,0.5642,0.2259,0.9384
R5984,Frontend Developer,0.6012,0.3037,0.947
