resume_id,resume_text,resume_skills,experience_years,education_level,projects,certifications,job_role,required_skills,job_experience_required,job_description,skill_match_score,experience_match,education_match,final_score,shortlisted,similarity_score
R4599,"Professional Summary:
Candidate with 3 years of experience.

Skills:
PyTorch, Java, Cloud Computing, NLP, Machine Learning, Flask, Django, Data Analysis

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js

Certifications:
Deep Learning Specialization, AWS Certified","PyTorch, Java, Cloud Computing, NLP, Machine Learning, Flask, Django, Data Analysis",3,Bachelors,Created interactive dashboards using Power BI; Designed scalable backend systems using Node.js,"Deep Learning Specialization, AWS Certified",Frontend Developer,"Docker, Cloud Computing, Machine Learning, Kubernetes, Power BI",3,"We are hiring a Frontend Developer.
Required experience: 3 years.
Skills required: Docker, Cloud Computing, Machine Learning, Kubernetes, Power BI.",0.4,1,0,0.5907484712974888,1,1.0
R4600,"Professional Summary:
Candidate with 8 years of experience.

Skills:
React, Flask, SQL, TensorFlow, Deep Learning, Docker

Experience:
- Worked on real-world data science projects

Projects:
- Developed a web application using Flask and React
- Built a machine learning model for predicting customer churn

Certifications:
None","React, Flask, SQL, TensorFlow, Deep Learning, Docker",8,Bachelors,Developed a web application using Flask and React; Built a machine learning model for predicting customer churn,None,Data Analyst,"Machine Learning, TensorFlow, NLP, Data Analysis",3,"We are hiring a Data Analyst.
Required experience: 3 years.
Skills required: Machine Learning, TensorFlow, NLP, Data Analysis.",0.25,1,0,0.4095894841585607,1,1.0000000000000002
R4601,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Flask, Data Analysis, Kubernetes, Power BI, Docker, Excel, React

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
Microsoft Azure, AWS Certified","Flask, Data Analysis, Kubernetes, Power BI, Docker, Excel, React",8,PhD,Built a machine learning model for predicting customer churn,"Microsoft Azure, AWS Certified",Software Engineer,"Kubernetes, PyTorch, Excel, Docker, Power BI, Python",6,"We are hiring a Software Engineer.
Required experience: 6 years.
Skills required: Kubernetes, PyTorch, Excel, Docker, Power BI, Python.",0.67,1,1,0.9016828326654182,1,0.9999999999999996
R4602,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Flask, Machine Learning, C++, Python

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn

Certifications:
None","Flask, Machine Learning, C++, Python",4,Bachelors,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn,None,ML Engineer,"Java, Docker, Kubernetes, Data Analysis, NLP",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: Java, Docker, Kubernetes, Data Analysis, NLP.",0.0,1,0,0.5227758083310977,1,1.0000000000000002
R4603,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Node.js, C++, React, Flask, SQL, Machine Learning, Data Analysis, Django

Experience:
- Worked on real-world data science projects
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI

Certifications:
None","Node.js, C++, React, Flask, SQL, Machine Learning, Data Analysis, Django",2,PhD,Developed a web application using Flask and React; Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI,None,ML Engineer,"Kubernetes, Flask, C++, Power BI, NLP, Data Analysis",5,"We are hiring a ML Engineer.
Required experience: 5 years.
Skills required: Kubernetes, Flask, C++, Power BI, NLP, Data Analysis.",0.5,0,1,0.41106965570537307,1,1.0000000000000002
R4604,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Machine Learning, Power BI, C++, Django, React

Experience:
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI

Certifications:
Deep Learning Specialization, NLP Certification","Machine Learning, Power BI, C++, Django, React",5,PhD,Developed a web application using Flask and React; Created interactive dashboards using Power BI,"Deep Learning Specialization, NLP Certification",Frontend Developer,"Django, SQL, Docker, NLP",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: Django, SQL, Docker, NLP.",0.25,0,1,0.47538367731213005,1,0.9999999999999999
R4605,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Data Analysis, Power BI, Java, Node.js, Kubernetes, PyTorch

Experience:
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
None","Data Analysis, Power BI, Java, Node.js, Kubernetes, PyTorch",2,Masters,Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,None,ML Engineer,"Kubernetes, Excel, React, SQL, Node.js, Data Analysis, Power BI, Machine Learning",4,"We are hiring a ML Engineer.
Required experience: 4 years.
Skills required: Kubernetes, Excel, React, SQL, Node.js, Data Analysis, Power BI, Machine Learning.",0.5,0,1,0.5190985868093233,1,1.0
R4606,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Java, React, Data Analysis, Power BI, PyTorch

Experience:
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
NLP Certification","Java, React, Data Analysis, Power BI, PyTorch",10,Masters,Implemented deep learning models using TensorFlow,NLP Certification,Data Analyst,"Power BI, NLP, Flask, Deep Learning, Python, SQL, Cloud Computing",1,"We are hiring a Data Analyst.
Required experience: 1 years.
Skills required: Power BI, NLP, Flask, Deep Learning, Python, SQL, Cloud Computing.",0.14,1,1,0.6609801203019268,1,1.0
R4607,"Professional Summary:
Candidate with 2 years of experience.

Skills:
NLP, Power BI, Python, Node.js, Django, Excel, Data Analysis, Java

Experience:
- Deployed applications using cloud services

Projects:
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow

Certifications:
None","NLP, Power BI, Python, Node.js, Django, Excel, Data Analysis, Java",2,Bachelors,Designed scalable backend systems using Node.js; Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow,None,ML Engineer,"Power BI, PyTorch, Docker, Data Analysis, Django, React",5,"We are hiring a ML Engineer.
Required experience: 5 years.
Skills required: Power BI, PyTorch, Docker, Data Analysis, Django, React.",0.5,0,0,0.2548440165617678,0,1.0
R4608,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Data Analysis, Java, Deep Learning, Excel, TensorFlow

Experience:
- Optimized model performance and accuracy
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow
- Developed a web application using Flask and React

Certifications:
None","Data Analysis, Java, Deep Learning, Excel, TensorFlow",8,Masters,Implemented deep learning models using TensorFlow; Developed a web application using Flask and React,None,Software Engineer,"Kubernetes, React, Cloud Computing",1,"We are hiring a Software Engineer.
Required experience: 1 years.
Skills required: Kubernetes, React, Cloud Computing.",0.0,1,1,0.6368875644540084,1,1.0000000000000002
R4609,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Machine Learning, Django, Cloud Computing, Node.js, NLP, React, Deep Learning

Experience:
- Deployed applications using cloud services
- Collaborated with cross-functional teams
- Optimized model performance and accuracy

Projects:
- Created interactive dashboards using Power BI

Certifications:
Deep Learning Specialization","Machine Learning, Django, Cloud Computing, Node.js, NLP, React, Deep Learning",10,PhD,Created interactive dashboards using Power BI,Deep Learning Specialization,Data Scientist,"Flask, Docker, Deep Learning, Cloud Computing, Django",2,"We are hiring a Data Scientist.
Required experience: 2 years.
Skills required: Flask, Docker, Deep Learning, Cloud Computing, Django.",0.6,1,1,0.7030029321288388,1,1.0000000000000002
R4610,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Data Analysis, Docker, Java, Excel, Machine Learning, Deep Learning

Experience:
- Worked on real-world data science projects
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow

Certifications:
Deep Learning Specialization","Data Analysis, Docker, Java, Excel, Machine Learning, Deep Learning",2,Bachelors,Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow,Deep Learning Specialization,Data Scientist,"Python, Flask, PyTorch, Machine Learning",5,"We are hiring a Data Scientist.
Required experience: 5 years.
Skills required: Python, Flask, PyTorch, Machine Learning.",0.25,0,0,0.2017721983521509,0,1.0
R4611,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Kubernetes, Django, React, Data Analysis, Java

Experience:
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams
- Worked on real-world data science projects

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
Deep Learning Specialization","Kubernetes, Django, React, Data Analysis, Java",8,PhD,Developed a web application using Flask and React; Designed scalable backend systems using Node.js,Deep Learning Specialization,Data Analyst,"Deep Learning, Python, Cloud Computing, Docker, PyTorch, Node.js, Machine Learning",5,"We are hiring a Data Analyst.
Required experience: 5 years.
Skills required: Deep Learning, Python, Cloud Computing, Docker, PyTorch, Node.js, Machine Learning.",0.0,1,1,0.41872939818333416,1,0.9999999999999998
R4612,"Professional Summary:
Candidate with 8 years of experience.

Skills:
NLP, TensorFlow, Docker

Experience:
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
None","NLP, TensorFlow, Docker",8,Bachelors,Created interactive dashboards using Power BI; Developed a web application using Flask and React; Designed scalable backend systems using Node.js,None,ML Engineer,"NLP, Kubernetes, Java",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: NLP, Kubernetes, Java.",0.33,1,0,0.5791854295647982,1,1.0
R4613,"Professional Summary:
Candidate with 10 years of experience.

Skills:
C++, NLP, Cloud Computing, Docker, Flask

Experience:
- Collaborated with cross-functional teams

Projects:
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn

Certifications:
None","C++, NLP, Cloud Computing, Docker, Flask",10,PhD,Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn,None,Data Analyst,"C++, React, Data Analysis, Excel, Power BI",1,"We are hiring a Data Analyst.
Required experience: 1 years.
Skills required: C++, React, Data Analysis, Excel, Power BI.",0.2,1,1,0.4627040846922786,1,1.0000000000000002
R4614,"Professional Summary:
Candidate with 3 years of experience.

Skills:
React, C++, Node.js, Flask, Cloud Computing, Docker, NLP

Experience:
- Deployed applications using cloud services

Projects:
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure, NLP Certification","React, C++, Node.js, Flask, Cloud Computing, Docker, NLP",3,Bachelors,Designed scalable backend systems using Node.js,"Microsoft Azure, NLP Certification",Backend Developer,"Data Analysis, Kubernetes, TensorFlow, NLP, React, Deep Learning, Excel",6,"We are hiring a Backend Developer.
Required experience: 6 years.
Skills required: Data Analysis, Kubernetes, TensorFlow, NLP, React, Deep Learning, Excel.",0.29,0,0,0.1888476605639421,0,1.0000000000000002
